SUP_ID,STA_NM_ANFR,NAT_ID,latitude,longitude,SUP_NM_HAUT,COM_CD_INSEE
485154,0780220084,26,48.915277777777774,2.077777777777778,66,78551
485154,0782750788,26,48.915277777777774,2.077777777777778,66,78551
485154,0780180028,26,48.915277777777774,2.077777777777778,66,78551
482251,0782290214,38,48.78138888888889,2.046111111111111,35,78297
482255,0782290241,23,48.85444444444445,1.9155555555555555,"20,1",78615
483246,0782750680,10,48.97777777777778,1.7108333333333332,"6,6",78362
483465,0782290202,49,48.84861111111111,2.0733333333333337,"9,9",78043
483465,0782700094,49,48.84861111111111,2.0733333333333337,"9,9",78043
483465,0782750682,49,48.84861111111111,2.0733333333333337,"9,9",78043
483465,0780990394,49,48.84861111111111,2.0733333333333337,"9,9",78043
480664,0782700009,23,48.698611111111106,2.0555555555555554,43,78160
480664,0782750056,23,48.698611111111106,2.0555555555555554,43,78160
480664,0782650102,23,48.698611111111106,2.0555555555555554,43,78160
480664,0782650103,23,48.698611111111106,2.0555555555555554,43,78160
480664,0782650105,23,48.698611111111106,2.0555555555555554,43,78160
480664,0782650106,23,48.698611111111106,2.0555555555555554,43,78160
480664,0780990020,23,48.698611111111106,2.0555555555555554,43,78160
480664,0782650130,23,48.698611111111106,2.0555555555555554,43,78160
480664,0782290542,23,48.698611111111106,2.0555555555555554,43,78160
537895,0782700197,38,48.79944444444444,2.151111111111111,"33,8",78646
537895,0782750255,38,48.79944444444444,2.151111111111111,"33,8",78646
537895,0780990114,38,48.79944444444444,2.151111111111111,"33,8",78646
508208,0782290249,23,49.025277777777774,1.5936111111111113,30,78255
508208,0782700309,23,49.025277777777774,1.5936111111111113,30,78255
508208,0782750857,23,49.025277777777774,1.5936111111111113,30,78255
508208,0780990231,23,49.025277777777774,1.5936111111111113,30,78255
508208,0780220100,23,49.025277777777774,1.5936111111111113,30,78255
494654,0782700198,38,48.78444444444444,1.9808333333333334,32,78621
601800,0782700180,38,48.931666666666665,2.0444444444444443,"46,5",78498
601800,0782750027,38,48.931666666666665,2.0444444444444443,"46,5",78498
493550,0780300044,38,48.99333333333333,1.913611111111111,40,78440
492824,0782750460,17,48.808055555555555,2.046111111111111,12,78242
602742,0782750702,10,48.90611111111111,2.056388888888889,"7,4",78551
501074,0780030754,17,48.781666666666666,2.1505555555555556,15,78322
511289,0782290302,26,48.76888888888889,1.9394444444444445,32,78383
511289,0782700258,26,48.76888888888889,1.9394444444444445,32,78383
511292,0782700028,26,48.75861111111111,1.9149999999999998,28,78383
511292,0782290329,26,48.75861111111111,1.9149999999999998,28,78383
511294,0782750658,38,48.765277777777776,1.9347222222222222,31,78383
511029,0782290151,23,49.01,1.8877777777777778,32,78299
511029,0782700311,23,49.01,1.8877777777777778,32,78299
507483,0782700241,23,48.754444444444445,1.8572222222222223,40,78576
507483,0782290454,23,48.754444444444445,1.8572222222222223,40,78576
519458,0782750260,26,49.01222222222222,2.1213888888888888,"33,8",78172
519458,0782290332,26,49.01222222222222,2.1213888888888888,"33,8",78172
519458,0780990081,26,49.01222222222222,2.1213888888888888,"33,8",78172
519458,0782700748,26,49.01222222222222,2.1213888888888888,"33,8",78172
512784,0780600022,23,48.566111111111105,1.9783333333333335,33,78349
512784,0782700162,23,48.566111111111105,1.9783333333333335,33,78349
512784,0782750816,23,48.566111111111105,1.9783333333333335,33,78349
514487,0782700067,4,49.06472222222222,1.6652777777777776,"26,8",78410
601178,0782290009,4,48.834722222222226,2.145,75,78158
601178,0780030991,4,48.834722222222226,2.145,75,78158
601178,0780031546,4,48.834722222222226,2.145,75,78158
601178,0780031547,4,48.834722222222226,2.145,75,78158
601178,0782050020,4,48.834722222222226,2.145,75,78158
509560,0782750283,23,48.84305555555556,2.103888888888889,32,78350
510835,0782700247,48,48.85861111111111,2.108888888888889,35,78350
510835,0782290430,48,48.85861111111111,2.108888888888889,35,78350
510842,0782750372,23,48.84444444444445,1.6991666666666667,37,78465
510842,0780990097,23,48.84444444444445,1.6991666666666667,37,78465
510842,0782700501,23,48.84444444444445,1.6991666666666667,37,78465
618808,0782700291,26,48.92388888888889,2.0016666666666665,25,78466
618808,0780600034,26,48.92388888888889,2.0016666666666665,25,78466
615344,0780220052,23,48.4975,1.8958333333333333,30,78071
615344,0782290359,23,48.4975,1.8958333333333333,30,78071
510791,0782700220,23,48.713055555555556,2.097777777777778,47,78575
510791,0782290431,23,48.713055555555556,2.097777777777778,47,78575
526265,0782700099,26,48.775555555555556,2.093611111111111,34,78297
526265,0782290098,26,48.775555555555556,2.093611111111111,34,78297
530634,0782700145,26,48.80166666666666,1.9494444444444445,25,78490
530543,0782750231,20,48.757777777777775,2.0505555555555555,26,78688
530550,0782290178,38,48.89,2.153888888888889,31,78146
530550,0782700222,38,48.89,2.153888888888889,31,78146
524594,0782290207,4,48.98277777777778,1.906388888888889,65,78440
524594,0780990025,4,48.98277777777778,1.906388888888889,65,78440
